,ID,prediction
1438,4624,FAKE
1439,2520,REAL
1440,2391,REAL
1441,7301,FAKE
1442,7250,REAL
1443,10477,FAKE
1444,4926,REAL
1445,8008,FAKE
1446,3244,REAL
1447,9436,FAKE
1448,9106,FAKE
1449,7887,FAKE
1450,7120,FAKE
1451,7978,FAKE
1452,2827,REAL
1453,8529,FAKE
1454,8126,FAKE
1455,3511,REAL
1456,1788,REAL
1457,2940,REAL
1458,7683,FAKE
1459,4420,REAL
1460,8991,FAKE
1461,6922,FAKE
1462,3122,REAL
1463,2101,REAL
1464,88,REAL
1465,5409,FAKE
1466,5376,FAKE
1467,319,FAKE
1468,3068,REAL
1469,3028,REAL
1470,6099,FAKE
1471,6088,FAKE
1472,3732,REAL
1473,9627,FAKE
1474,7358,FAKE
1475,2718,REAL
1476,8580,FAKE
1477,4801,FAKE
1478,8365,REAL
1479,8361,FAKE
1480,3531,REAL
1481,7923,FAKE
1482,9208,FAKE
1483,630,REAL
1484,1971,REAL
1485,4444,REAL
1486,9599,FAKE
1487,2984,REAL
1488,1830,REAL
1489,8198,FAKE
1490,2555,REAL
1491,5792,FAKE
1492,10311,FAKE
1493,3952,REAL
1494,3431,REAL
1495,949,REAL
1496,37,REAL
1497,19,REAL
1498,3187,REAL
1499,5299,REAL
1500,10222,FAKE
1501,1703,FAKE
1502,10440,FAKE
1503,1725,REAL
1504,2105,REAL
1505,5781,FAKE
1506,10163,FAKE
1507,411,REAL
1508,5972,FAKE
1509,1647,REAL
1510,10064,FAKE
1511,3800,REAL
1512,2246,REAL
1513,10480,FAKE
1514,5372,FAKE
1515,8865,FAKE
1516,5759,FAKE
1517,1859,REAL
1518,6051,FAKE
1519,4604,FAKE
1520,5443,FAKE
1521,8176,FAKE
1522,9831,REAL
1523,430,REAL
1524,709,REAL
1525,765,REAL
1526,8333,FAKE
1527,5620,FAKE
1528,3157,REAL
1529,8585,FAKE
1530,190,REAL
1531,786,REAL
1532,6759,FAKE
1533,2702,REAL
1534,6979,FAKE
1535,5403,FAKE
1536,3719,REAL
1537,6807,FAKE
1538,6282,FAKE
1539,4828,REAL
1540,7689,FAKE
1541,1258,REAL
1542,8047,FAKE
1543,1316,REAL
1544,5077,FAKE
1545,9649,FAKE
1546,7618,FAKE
1547,6370,FAKE
1548,5076,FAKE
1549,2409,REAL
1550,9513,FAKE
1551,9672,FAKE
1552,2454,REAL
1553,289,REAL
1554,3617,REAL
1555,644,REAL
1556,1314,REAL
1557,3176,REAL
1558,9355,FAKE
1559,5517,FAKE
1560,3283,REAL
1561,5559,FAKE
1562,3620,REAL
1563,2568,REAL
1564,9127,FAKE
1565,8680,FAKE
1566,4607,REAL
1567,4836,REAL
1568,7479,FAKE
1569,8662,FAKE
1570,6023,REAL
1571,6401,FAKE
1572,4435,REAL
1573,6800,FAKE
1574,5046,REAL
1575,7619,FAKE
1576,5897,FAKE
1577,2114,REAL
1578,7477,FAKE
1579,10465,FAKE
1580,1395,REAL
1581,10495,FAKE
1582,6817,FAKE
1583,4564,FAKE
1584,9906,FAKE
1585,4857,REAL
1586,9017,FAKE
1587,1632,REAL
1588,2694,REAL
1589,573,REAL
1590,8262,FAKE
1591,7143,FAKE
1592,1401,REAL
1593,6782,FAKE
1594,3674,REAL
1595,2,REAL
1596,6444,FAKE
1597,4064,REAL
1598,6250,FAKE
1599,813,REAL
1600,6931,REAL
1601,2061,FAKE
1602,9452,FAKE
1603,1815,REAL
1604,9374,FAKE
1605,2756,FAKE
1606,10430,FAKE
1607,9670,FAKE
1608,7450,FAKE
1609,1995,REAL
1610,2933,REAL
1611,3973,REAL
1612,9315,FAKE
1613,1378,REAL
1614,9658,FAKE
1615,7976,FAKE
1616,4035,FAKE
1617,5110,REAL
1618,6846,FAKE
1619,1844,REAL
1620,6305,FAKE
1621,1144,REAL
1622,9240,FAKE
1623,8667,FAKE
1624,7329,FAKE
1625,5333,FAKE
1626,4389,FAKE
1627,2594,REAL
1628,6108,FAKE
1629,1678,REAL
1630,3857,FAKE
1631,6773,FAKE
1632,1575,REAL
1633,2970,REAL
1634,195,REAL
1635,7926,FAKE
1636,6827,FAKE
1637,7594,REAL
1638,3815,REAL
1639,8843,REAL
1640,2944,REAL
1641,1282,REAL
1642,8447,FAKE
1643,1658,REAL
1644,7334,FAKE
1645,8481,FAKE
1646,3824,REAL
1647,4288,REAL
1648,5698,FAKE
1649,8947,FAKE
1650,7286,FAKE
1651,1302,REAL
1652,10491,FAKE
1653,7896,FAKE
1654,9459,FAKE
1655,5633,FAKE
1656,6823,FAKE
1657,2212,FAKE
1658,2299,REAL
1659,4007,FAKE
1660,5353,FAKE
1661,8746,FAKE
1662,886,FAKE
1663,7568,FAKE
1664,9224,REAL
1665,9442,FAKE
1666,6630,REAL
1667,559,FAKE
1668,1739,REAL
1669,3296,REAL
1670,7770,FAKE
1671,4941,REAL
1672,2383,REAL
1673,9236,FAKE
1674,631,REAL
1675,9515,FAKE
1676,8209,FAKE
1677,341,REAL
1678,9159,FAKE
1679,3491,REAL
1680,5412,FAKE
1681,9430,FAKE
1682,7321,FAKE
1683,7726,FAKE
1684,1584,REAL
1685,4677,FAKE
1686,5181,REAL
1687,2982,REAL
1688,9700,FAKE
1689,2936,REAL
1690,4140,REAL
1691,9467,FAKE
1692,9255,FAKE
1693,6867,FAKE
1694,7514,FAKE
1695,9225,FAKE
1696,4156,FAKE
1697,3025,REAL
1698,428,REAL
1699,1696,REAL
1700,1372,REAL
1701,2324,REAL
1702,9558,FAKE
1703,7122,FAKE
1704,6930,FAKE
1705,8734,REAL
1706,4458,REAL
1707,10245,FAKE
1708,5806,FAKE
1709,7230,FAKE
1710,3405,REAL
1711,6751,FAKE
1712,3464,REAL
1713,4209,REAL
1714,4249,REAL
1715,1888,REAL
1716,8434,FAKE
1717,1496,REAL
1718,5523,FAKE
1719,6298,FAKE
1720,5167,REAL
1721,3047,REAL
1722,2294,REAL
1723,6385,FAKE
1724,4028,FAKE
1725,635,REAL
1726,9476,FAKE
1727,2227,REAL
1728,5746,FAKE
1729,5627,FAKE
1730,5584,FAKE
1731,9946,FAKE
1732,8586,FAKE
1733,4644,REAL
1734,3596,REAL
1735,10072,FAKE
1736,549,FAKE
1737,910,REAL
1738,6554,FAKE
1739,8700,FAKE
1740,3110,REAL
1741,4474,REAL
1742,1587,REAL
1743,311,FAKE
1744,1346,REAL
1745,7734,FAKE
1746,1362,REAL
1747,5418,FAKE
1748,461,REAL
1749,560,REAL
1750,7464,FAKE
1751,132,REAL
1752,10055,REAL
1753,8566,FAKE
1754,8826,FAKE
1755,7959,FAKE
1756,1758,REAL
1757,10542,FAKE
1758,5993,REAL
1759,7307,FAKE
1760,10148,FAKE
1761,3344,REAL
1762,1863,REAL
1763,5324,FAKE
1764,7531,FAKE
1765,8158,FAKE
1766,8593,FAKE
1767,5191,FAKE
1768,282,REAL
1769,4821,REAL
1770,5902,FAKE
1771,5886,FAKE
1772,2033,REAL
1773,4557,REAL
1774,238,REAL
1775,6628,FAKE
1776,1674,REAL
1777,5086,REAL
1778,6373,FAKE
1779,5834,FAKE
1780,473,REAL
1781,6520,FAKE
1782,4598,FAKE
1783,76,REAL
1784,4041,REAL
1785,4094,REAL
1786,10022,FAKE
1787,9380,FAKE
1788,5204,REAL
1789,7897,FAKE
1790,10497,FAKE
1791,10240,FAKE
1792,7555,FAKE
1793,5024,REAL
1794,7784,FAKE
1795,8535,FAKE
1796,10322,FAKE
1797,4127,FAKE
1798,8864,FAKE
1799,4832,REAL
1800,7518,FAKE
1801,8665,FAKE
1802,3319,REAL
1803,8156,FAKE
1804,904,REAL
1805,4578,REAL
1806,6036,FAKE
1807,1253,REAL
1808,8946,FAKE
1809,10032,FAKE
1810,1367,REAL
1811,6096,FAKE
1812,1430,REAL
1813,707,REAL
1814,4646,REAL
1815,279,REAL
1816,7941,FAKE
1817,9470,FAKE
1818,2459,REAL
1819,8857,FAKE
1820,6866,FAKE
1821,3191,REAL
1822,1149,REAL
1823,8659,REAL
1824,9862,FAKE
1825,2875,FAKE
1826,1704,FAKE
1827,9082,FAKE
1828,5910,FAKE
1829,3479,REAL
1830,9490,FAKE
1831,6847,REAL
1832,4809,FAKE
1833,6193,FAKE
1834,5884,FAKE
1835,3379,REAL
1836,9272,FAKE
1837,595,REAL
1838,8464,FAKE
1839,3473,REAL
1840,3286,REAL
1841,8165,FAKE
1842,3984,REAL
1843,5494,FAKE
1844,7273,FAKE
1845,1268,REAL
1846,10160,FAKE
1847,8228,REAL
1848,3053,REAL
1849,3649,REAL
1850,395,REAL
1851,254,REAL
1852,388,REAL
1853,4057,FAKE
1854,122,REAL
1855,8565,FAKE
1856,7287,FAKE
1857,799,REAL
1858,6052,FAKE
1859,1493,REAL
1860,5300,FAKE
1861,8661,FAKE
1862,1814,REAL
1863,4098,REAL
1864,8542,FAKE
1865,1057,REAL
1866,296,REAL
1867,8500,FAKE
1868,8270,REAL
1869,1163,REAL
1870,7884,FAKE
1871,6629,FAKE
1872,1391,REAL
1873,444,REAL
1874,5913,FAKE
1875,7773,FAKE
1876,9530,FAKE
1877,8870,REAL
1878,744,REAL
1879,7806,FAKE
1880,8362,FAKE
1881,4839,REAL
1882,955,REAL
1883,6368,FAKE
1884,10505,FAKE
1885,823,REAL
1886,10392,FAKE
1887,616,FAKE
1888,9465,FAKE
1889,5001,REAL
1890,5923,FAKE
1891,9651,REAL
1892,2671,REAL
1893,3020,REAL
1894,2548,REAL
1895,4507,REAL
1896,176,REAL
1897,2322,REAL
1898,1387,REAL
1899,8199,REAL
1900,7772,FAKE
1901,5721,FAKE
1902,8433,FAKE
1903,9167,FAKE
1904,8571,FAKE
1905,1827,REAL
1906,10075,FAKE
1907,1076,REAL
1908,594,FAKE
1909,2495,FAKE
1910,9331,FAKE
1911,10140,FAKE
1912,8880,FAKE
1913,7585,FAKE
1914,8768,FAKE
1915,968,REAL
1916,5805,REAL
1917,2450,REAL
1918,10325,FAKE
1919,78,REAL
1920,8131,FAKE
1921,10380,FAKE
1922,2494,REAL
1923,349,FAKE
1924,2575,REAL
1925,6231,FAKE
1926,6026,FAKE
1927,5157,REAL
1928,6946,FAKE
1929,2446,REAL
1930,2925,REAL
1931,1068,REAL
1932,2416,REAL
1933,8930,REAL
1934,7168,FAKE
1935,5797,FAKE
1936,498,FAKE
1937,9882,FAKE
1938,10074,FAKE
1939,10229,FAKE
1940,8164,FAKE
1941,4960,REAL
1942,5022,REAL
1943,6565,FAKE
1944,8286,FAKE
1945,8030,FAKE
1946,10447,FAKE
1947,4252,REAL
1948,3541,REAL
1949,2808,REAL
1950,2455,FAKE
1951,9248,FAKE
1952,1709,FAKE
1953,732,REAL
1954,7717,REAL
1955,6652,REAL
1956,2236,REAL
1957,6691,FAKE
1958,8189,REAL
1959,2201,REAL
1960,5453,FAKE
1961,5424,FAKE
1962,5594,FAKE
1963,6056,FAKE
1964,7,REAL
1965,8295,FAKE
1966,3448,REAL
1967,7721,FAKE
1968,2552,REAL
1969,1073,REAL
1970,1862,FAKE
1971,5441,FAKE
1972,9387,FAKE
1973,6536,FAKE
1974,5033,REAL
1975,5342,FAKE
1976,1841,REAL
1977,1136,REAL
1978,3129,REAL
1979,1336,REAL
1980,7457,FAKE
1981,6302,FAKE
1982,9115,FAKE
1983,7876,FAKE
1984,5166,REAL
1985,4290,REAL
1986,9919,FAKE
1987,9691,FAKE
1988,4336,REAL
1989,7614,FAKE
1990,5108,REAL
1991,7060,FAKE
1992,7056,FAKE
1993,6045,FAKE
1994,8379,FAKE
1995,1795,REAL
1996,9975,FAKE
1997,4628,REAL
1998,4125,REAL
1999,6116,FAKE
2000,4152,REAL
2001,7889,FAKE
2002,1813,REAL
2003,4885,FAKE
2004,5071,REAL
2005,5952,FAKE
2006,6021,FAKE
2007,7159,FAKE
2008,6569,REAL
2009,2637,REAL
2010,6374,FAKE
2011,1267,REAL
2012,7725,FAKE
2013,3266,REAL
2014,895,REAL
2015,2020,REAL
2016,2512,REAL
2017,3346,REAL
2018,1750,REAL
2019,1400,REAL
2020,3663,REAL
2021,5137,REAL
2022,10463,FAKE
2023,7937,FAKE
2024,5382,FAKE
2025,8964,FAKE
2026,5823,FAKE
2027,3404,REAL
2028,9094,FAKE
2029,125,REAL
2030,2641,REAL
2031,4614,REAL
2032,2245,REAL
2033,5998,REAL
2034,8017,FAKE
2035,5761,FAKE
2036,7802,FAKE
2037,3033,FAKE
2038,8792,FAKE
2039,3849,REAL
2040,7521,FAKE
2041,10100,FAKE
2042,2608,REAL
2043,9245,FAKE
2044,5953,FAKE
2045,4978,REAL
2046,2191,REAL
2047,5916,FAKE
2048,7323,FAKE
2049,4525,FAKE
2050,3956,REAL
2051,1307,REAL
2052,338,REAL
2053,6127,FAKE
2054,4333,REAL
2055,2225,REAL
2056,9885,FAKE
2057,10063,FAKE
2058,6284,FAKE
2059,9556,FAKE
2060,872,REAL
2061,6228,FAKE
2062,745,REAL
2063,1692,REAL
2064,1404,REAL
2065,4310,REAL
2066,5611,FAKE
2067,9813,FAKE
2068,2613,REAL
2069,2055,REAL
2070,9656,FAKE
2071,8811,FAKE
2072,8503,REAL
2073,6789,REAL
2074,5390,FAKE
2075,7749,FAKE
2076,4108,REAL
2077,4902,FAKE
2078,6868,FAKE
2079,9260,FAKE
2080,4502,REAL
2081,3970,REAL
2082,4121,REAL
2083,8432,FAKE
2084,4036,FAKE
2085,5504,FAKE
2086,8426,FAKE
2087,5179,REAL
2088,4882,REAL
2089,2262,REAL
2090,1646,REAL
2091,4488,REAL
2092,301,REAL
2093,3838,REAL
2094,6450,REAL
2095,3587,REAL
2096,1866,REAL
2097,2752,REAL
2098,7655,FAKE
2099,7188,FAKE
2100,4189,REAL
2101,4555,REAL
2102,7855,FAKE
2103,6741,FAKE
2104,6355,FAKE
2105,9842,FAKE
2106,4863,REAL
2107,5360,FAKE
2108,3185,REAL
2109,1637,REAL
2110,9059,FAKE
2111,8218,FAKE
2112,3646,FAKE
2113,5338,FAKE
2114,3787,FAKE
2115,7899,FAKE
2116,2720,FAKE
2117,6365,FAKE
2118,2071,REAL
2119,6151,FAKE
2120,3377,REAL
2121,10494,FAKE
2122,9713,FAKE
2123,7009,FAKE
2124,5037,REAL
2125,5632,REAL
2126,4649,FAKE
2127,9772,FAKE
2128,278,REAL
2129,10312,FAKE
2130,7675,FAKE
2131,6839,FAKE
2132,5709,FAKE
2133,5130,REAL
2134,6187,FAKE
2135,7107,FAKE
2136,7162,FAKE
2137,9725,FAKE
2138,1896,REAL
2139,8107,FAKE
2140,5314,FAKE
2141,9417,FAKE
2142,1390,REAL
2143,3458,REAL
2144,673,REAL
2145,6438,FAKE
2146,8579,FAKE
2147,9836,FAKE
2148,7085,FAKE
2149,4847,REAL
2150,4927,REAL
2151,5736,FAKE
2152,10413,FAKE
2153,5597,FAKE
2154,4037,REAL
2155,8231,FAKE
2156,2193,REAL
2157,2830,REAL
2158,2819,REAL
2159,8410,FAKE
2160,8253,FAKE
2161,6983,REAL
2162,9423,FAKE
2163,724,REAL
2164,7043,FAKE
2165,3658,FAKE
2166,10015,REAL
2167,5531,FAKE
2168,6360,FAKE
2169,5481,FAKE
2170,8835,FAKE
2171,10486,REAL
2172,10181,FAKE
2173,5601,FAKE
2174,3520,REAL
2175,4499,REAL
2176,5231,FAKE
2177,7116,FAKE
2178,10517,FAKE
2179,5389,FAKE
2180,153,REAL
2181,2484,REAL
2182,3166,REAL
2183,1736,REAL
2184,5766,FAKE
2185,3335,FAKE
2186,3976,REAL
2187,4530,REAL
2188,210,REAL
2189,2561,REAL
2190,453,REAL
2191,9598,FAKE
2192,9187,FAKE
2193,2410,REAL
2194,6699,REAL
2195,7627,FAKE
2196,4487,REAL
2197,4716,REAL
2198,1003,REAL
2199,5801,FAKE
2200,977,REAL
2201,2572,REAL
2202,8855,FAKE
2203,7932,FAKE
2204,3007,REAL
2205,5833,FAKE
2206,1290,REAL
2207,522,FAKE
2208,9759,FAKE
2209,9832,FAKE
2210,7005,FAKE
2211,6300,FAKE
2212,4634,FAKE
2213,7638,FAKE
2214,142,FAKE
2215,8613,FAKE
2216,9901,FAKE
2217,5168,REAL
2218,9542,FAKE
2219,2794,REAL
2220,7171,FAKE
2221,2043,REAL
2222,9887,FAKE
2223,7475,FAKE
2224,7836,FAKE
2225,5425,REAL
2226,8900,FAKE
2227,6849,REAL
2228,4613,FAKE
2229,7182,FAKE
2230,8859,FAKE
2231,2749,FAKE
2232,5406,FAKE
2233,7570,FAKE
2234,8904,FAKE
2235,5016,REAL
2236,2001,REAL
2237,9721,FAKE
2238,258,REAL
2239,8582,FAKE
2240,4694,REAL
2241,9925,FAKE
2242,10157,REAL
2243,9325,FAKE
2244,1300,REAL
2245,5391,FAKE
2246,8141,FAKE
2247,5454,FAKE
2248,8694,FAKE
2249,8053,FAKE
2250,3050,REAL
2251,9377,FAKE
2252,8293,FAKE
2253,7008,FAKE
2254,989,REAL
2255,6713,FAKE
2256,1743,REAL
2257,5574,FAKE
2258,1257,REAL
2259,2279,REAL
2260,10086,FAKE
2261,2993,REAL
2262,6935,FAKE
2263,3839,REAL
2264,4227,REAL
2265,2799,REAL
2266,8350,FAKE
2267,515,REAL
2268,8808,FAKE
2269,2249,REAL
2270,7082,FAKE
2271,3013,REAL
2272,3388,REAL
2273,4655,REAL
2274,9817,FAKE
2275,7900,FAKE
2276,2776,REAL
2277,340,REAL
2278,359,REAL
2279,7759,FAKE
2280,2733,REAL
2281,8757,FAKE
2282,9218,FAKE
2283,1542,REAL
2284,4799,REAL
2285,10289,FAKE
2286,9727,FAKE
2287,9621,FAKE
2288,9695,FAKE
2289,7437,FAKE
2290,10417,REAL
2291,6457,FAKE
2292,7030,FAKE
2293,9013,FAKE
2294,9509,FAKE
2295,3825,REAL
2296,4515,REAL
2297,2747,REAL
2298,6516,FAKE
2299,9636,REAL
2300,7398,FAKE
2301,3717,REAL
2302,5205,REAL
2303,6696,FAKE
2304,7991,FAKE
2305,1303,REAL
2306,9051,FAKE
2307,10200,FAKE
2308,10009,FAKE
2309,4214,REAL
2310,2316,REAL
2311,8411,FAKE
2312,6143,FAKE
2313,3262,REAL
2314,9337,FAKE
2315,8737,FAKE
2316,4490,REAL
2317,8062,FAKE
2318,8622,FAKE
2319,4021,REAL
2320,4330,REAL
